,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
50,RL,Pave,Grvl,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,13869,6,6,1997,1997,0.0,182,612,794,794,676,1470,0,1,2,0,3,6,0,1997.0,2,388,0,75,0,7,2007,177000
51,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,52.0,6240,6,6,1934,1950,0.0,0,816,816,816,0,1176,0,0,1,0,3,6,1,1985.0,2,528,112,0,0,9,2006,114500
52,RM,Grvl,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,Gd,CarPort,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,110.0,8472,5,5,1963,1963,0.0,104,0,816,816,0,816,1,0,1,0,2,5,0,1963.0,2,516,106,0,0,5,2010,110000
53,RL,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,BrkFace,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,68.0,50271,9,5,1981,1987,0.0,1810,32,1842,1842,0,1842,2,0,0,1,0,5,1,1981.0,3,894,857,72,0,11,2006,385000
54,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,60.0,7134,5,5,1955,1955,0.0,384,0,384,1360,0,1360,0,0,1,0,3,6,1,1962.0,2,572,0,50,0,2,2007,130000
55,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,100.0,10175,6,5,1964,1964,272.0,490,935,1425,1425,0,1425,0,0,2,0,3,7,1,1964.0,2,576,0,0,0,7,2008,180500
56,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,160,24.0,2645,8,5,1999,2000,456.0,649,321,970,983,756,1739,1,0,2,1,3,7,0,1999.0,2,480,115,0,0,8,2009,172500
57,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,89.0,11645,7,5,2004,2004,0.0,0,860,860,860,860,1720,0,0,2,1,3,7,0,2004.0,2,565,0,70,0,8,2006,196500
58,RL,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,66.0,13682,10,5,2006,2006,1031.0,0,1410,1410,1426,1519,2945,0,0,3,1,3,10,1,2006.0,3,641,192,0,37,10,2006,438780
59,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,60.0,7200,5,7,1972,1972,0.0,632,148,780,780,0,780,0,0,1,0,2,4,0,1973.0,1,352,196,0,0,1,2008,124900
60,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,63.0,13072,6,5,2004,2004,0.0,941,217,1158,1158,0,1158,1,0,1,1,3,5,0,2006.0,2,576,0,50,0,5,2006,158000
61,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,Gd,Detchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,75,60.0,7200,5,7,1920,1996,0.0,0,530,530,581,530,1111,0,0,1,0,3,6,0,1935.0,1,288,0,0,144,3,2007,101000
62,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,44.0,6442,8,5,2006,2006,178.0,24,1346,1370,1370,0,1370,0,0,2,0,2,6,1,2006.0,2,484,120,49,0,10,2007,202500
63,RM,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,GdPrv,Shed,WD,Normal,70,50.0,10300,7,6,1921,1950,0.0,0,576,576,902,808,1710,0,0,2,0,3,9,0,1990.0,2,480,12,11,64,4,2010,140000
64,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,GdPrv,Shed,WD,Normal,60,70.04995836802665,9375,7,5,1997,1998,573.0,739,318,1057,1057,977,2034,1,0,2,1,3,8,0,1998.0,2,645,576,36,0,2,2009,219500
65,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,76.0,9591,8,5,2004,2005,344.0,0,1143,1143,1143,1330,2473,0,0,2,1,4,9,1,2004.0,3,852,192,151,0,10,2007,317000
66,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,19900,7,5,1970,1989,287.0,912,1035,1947,2207,0,2207,1,0,2,0,3,7,1,1970.0,2,576,301,0,0,7,2010,180000
67,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,72.0,10665,7,5,2003,2003,167.0,1013,440,1453,1479,0,1479,1,0,2,0,3,7,0,2003.0,2,558,144,29,0,6,2007,226000
68,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,30,47.0,4608,4,6,1945,1950,0.0,0,747,747,747,0,747,0,0,1,0,2,4,0,1945.0,1,220,0,0,0,6,2010,80000
69,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,81.0,15593,7,4,1953,1953,0.0,603,701,1304,1304,983,2287,0,0,2,0,3,7,1,1953.0,2,667,0,21,114,7,2006,225000
70,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,95.0,13651,7,6,1973,1973,1115.0,1880,343,2223,2223,0,2223,1,0,2,0,3,8,2,1973.0,2,516,300,0,0,2,2007,244000
71,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,69.0,7599,4,6,1982,2006,0.0,565,280,845,845,0,845,1,0,1,0,2,4,0,1987.0,2,360,0,0,0,6,2007,129500
72,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,74.0,10141,7,5,1998,1998,40.0,0,832,832,885,833,1718,0,0,2,1,3,7,1,1998.0,2,427,0,94,0,12,2009,185000
73,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,20,85.0,10200,5,7,1954,2003,104.0,320,404,1086,1086,0,1086,1,0,1,0,3,6,0,1989.0,2,490,0,0,0,5,2010,144900
74,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,60.0,5790,3,6,1915,1950,0.0,0,840,840,840,765,1605,0,0,2,0,3,8,0,1915.0,1,379,0,0,202,5,2010,107400
75,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,180,21.0,1596,4,5,1973,1973,0.0,462,0,462,526,462,988,1,0,1,0,2,5,0,1973.0,1,297,120,101,0,11,2009,91000
76,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,8475,4,7,1956,1956,0.0,228,724,952,952,0,952,0,0,1,0,2,4,0,1956.0,1,283,0,0,0,4,2008,135750
77,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,TA,Min1,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,50.0,8635,5,5,1948,2001,0.0,336,295,672,1072,213,1285,1,0,1,0,2,6,0,1948.0,1,240,0,0,0,1,2008,127000
78,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,72.0,10778,4,5,1968,1968,0.0,0,1768,1768,1768,0,1768,0,0,2,0,4,8,0,1978.5061638868744,0,0,0,0,0,4,2010,136500
79,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,60.0,10440,5,6,1910,1981,0.0,0,440,440,682,548,1230,0,0,1,1,2,5,0,1966.0,2,440,74,0,128,5,2009,110000
80,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,100.0,13000,6,6,1968,1968,576.0,448,448,896,1182,960,2142,0,0,2,1,4,8,1,1968.0,1,509,0,72,0,6,2009,193500
81,RM,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,32.0,4500,6,5,1998,1998,443.0,1201,36,1237,1337,0,1337,1,0,2,0,2,5,0,1998.0,2,405,0,199,0,3,2006,153500
82,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,78.0,10206,8,5,2007,2007,468.0,33,1530,1563,1563,0,1563,0,0,2,0,3,6,1,2007.0,3,758,144,99,0,10,2008,245000
83,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,COD,Normal,20,80.0,8892,5,5,1960,1960,66.0,0,1065,1065,1065,0,1065,0,0,1,1,3,6,0,1974.0,2,461,74,0,0,7,2007,126500
84,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,70.04995836802665,8530,7,5,1995,1996,22.0,0,384,384,804,670,1474,0,0,2,1,3,7,1,1995.0,2,400,120,72,0,5,2009,168500
85,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,121.0,16059,8,5,1991,1992,284.0,0,1288,1288,1301,1116,2417,0,0,2,1,4,9,1,1991.0,2,462,127,82,0,4,2006,260000
86,RL,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,122.0,11911,6,5,2005,2005,0.0,0,684,684,684,876,1560,0,0,2,1,3,6,1,2005.0,2,400,100,38,0,3,2009,174000
87,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,160,40.0,3951,6,5,2009,2009,76.0,0,612,612,612,612,1224,0,0,2,1,2,4,0,2009.0,2,528,0,234,0,6,2009,164500
88,C (all),Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,BrkFace,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,ConLD,Abnorml,50,105.0,8470,3,2,1915,1982,0.0,0,1013,1013,1013,0,1526,0,0,1,0,2,6,0,1978.5061638868744,0,0,0,0,156,10,2009,85000
89,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,60.0,8070,4,5,1994,1995,0.0,588,402,990,990,0,990,1,0,1,0,3,5,0,1978.5061638868744,0,0,0,0,0,8,2007,123600
90,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,60.0,7200,4,5,1950,1950,0.0,0,0,0,1040,0,1040,0,0,1,0,2,4,0,1950.0,2,420,0,29,0,7,2006,109900
91,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Abnorml,20,85.0,8500,5,3,1961,1961,203.0,600,635,1235,1235,0,1235,0,0,1,0,2,6,0,1961.0,2,480,0,0,0,12,2006,98600
92,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,30,80.0,13360,5,7,1921,2006,0.0,713,163,876,964,0,964,1,0,1,0,2,5,0,1921.0,2,432,0,0,44,8,2009,163500
93,C (all),Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,190,60.0,7200,6,6,1910,1998,0.0,1046,168,1214,1260,1031,2291,0,1,2,0,4,9,1,1900.0,2,506,0,0,0,11,2007,133900
94,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,69.0,9337,6,5,1997,1997,0.0,648,176,824,905,881,1786,1,0,2,1,3,7,0,1997.0,2,684,0,162,0,5,2007,204750
95,RL,Pave,Grvl,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,9765,6,8,1993,1993,68.0,310,370,680,680,790,1470,0,0,2,1,3,6,1,1993.0,2,420,232,63,0,4,2009,185000
96,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,78.0,10264,7,5,1999,1999,183.0,1162,426,1588,1588,0,1588,0,0,2,0,3,6,0,1999.0,2,472,158,29,0,8,2006,214000
97,RL,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,TA,Typ,Gd,Attchd,Fin,TA,TA,P,Gd,MnPrv,Shed,WD,Normal,20,73.0,10921,4,5,1965,1965,48.0,520,440,960,960,0,960,1,0,1,0,3,6,0,1965.0,1,432,120,0,0,5,2007,94750
98,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,SBrkr,TA,Typ,Gd,Basment,Unf,Fa,TA,Y,Gd,MnPrv,Shed,COD,Abnorml,30,85.0,10625,5,5,1920,1950,0.0,108,350,458,835,0,835,0,0,1,0,2,5,0,1920.0,1,366,0,0,77,5,2010,83000
99,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,77.0,9320,4,5,1959,1959,0.0,569,381,950,1225,0,1225,1,0,1,1,3,6,0,1978.5061638868744,0,0,352,0,0,1,2010,128950
100,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,10603,6,7,1977,2001,28.0,1200,410,1610,1610,0,1610,1,0,2,0,3,6,2,1977.0,2,480,168,68,0,2,2010,205000
101,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,77.0,9206,6,5,1985,1985,336.0,0,741,741,977,755,1732,0,0,2,1,3,7,1,1985.0,2,476,192,46,0,6,2010,178000
